cnpj;tx_razao_social_osc;tx_nome_fantasia_osc;dt_fundacao_osc;removida_do_mosc;data_fechamento;ano_fechamento;tx_endereco_completo;municipio_nome;UF_Sigla;longitude;latitude;cnae;Area_Assistencia_social;Populacao
74333816000173;CASA DE LUCAS NUCLEO BENEFICIENTE E EDUCACIONAL;;1994-04-01;não;;;RUA CORONEL-POLICIA MILITAR CELESTINO HENRIQUE FERNAND80, SANTA MARIA, Santo André, SP, 09071360;Santo Andr�;SP;-46,5525010569996;-23,6509947509996;94308.0;1.0;782.048
9114138000358;INSTITUICAO BENEFICENTE IRMA MARLI;SAT - PEDACINHO DO CEU;2022-04-26;não;;;RUA ODETE155, VILA GUARANI, Santo André, SP, 09110650;Santo Andr�;SP;-46,4994189479996;-23,6716477119996;87301.0;1.0;782.048
57596645000156;CASA DA ESPERANCA DE SANTO ANDRE;;1969-08-22;não;;;AVENIDA DR. ALBERTO BENEDETTI533, VILA ASSUNCAO, Santo André, SP, 09030340;Santo Andr�;SP;-46,5293981249996;-23,6667630199996;86402.0;1.0;782.048
17770702000408;ASSOCIACAO BENEFICENTE E CULTURAL SAO JERONIMO;NUCLEO CULTURA SAO JERONIMO EMILIANI;1993-11-04;não;;;RUA RODRIGUES DA COSTA10, JARDIM VILA RICA, Santo André, SP, 09170120;Santo Andr�;SP;-46,5019357529996;-23,7119121029996;88006.0;1.0;782.048
17949513000146;ASSOCIACAO VOVO LINA;;2013-04-05;não;;;AVENIDA DOM PEDRO I2342, VILA PIRES, Santo André, SP, 09130400;Santo Andr�;SP;-46,4869781849996;-23,6299469959996;87115.0;1.0;782.048
57598435000105;EDUCANDARIO SIMAO PEDRO;;1970-08-28;não;;;RUA TIMOR331, PRQ NOVO ORATORIO, Santo André, SP, 09250410;Santo Andr�;SP;-46,5113292519996;-23,6283735609996;85112.0;1.0;782.048
13003543000104;ASSOCIACAO AVIVA;ASSOCIACAO AVIVA;2010-09-16;não;;;RUA JUQUIA569, VILA ELDIZIA, Santo André, SP, 09181720;Santo Andr�;SP;-46,5259896069997;-23,6830865919996;88006.0;1.0;782.048
32064384000100;INSTITUTO THEMIS FURIGO;ONG THEMIS FURIGO;2018-11-05;não;;;RUA SENADOR FLAQUER73, SALA  12                  COND  EDIF. BALDERI, CENTRO, Santo André, SP, 09010160;Santo Andr�;SP;-46,5228076049996;-23,6631226019996;88006.0;1.0;782.048
5614358001019;INSTITUTO MONSENHOR JOSE BENEDITO ANTUNES;;2023-06-19;não;;;RUA VITORIA REGIA718, CAMPESTRE, Santo André, SP, 09080320;Santo Andr�;SP;-46,5452291909996;-23,6357275109996;88006.0;1.0;782.048
28546944000188;LIGA ASSISTENCIAL DE SAO PAULO;LIGA - SP;2017-08-30;não;;;RUA JORGE CHAMMAS42, VILA AMERICA, Santo André, SP, 09110330;Santo Andr�;SP;-46,5098364829996;-23,6666127569996;86607.0;1.0;782.048
57606873000160;ASSOCIACAO LAR MENINO JESUS;LAR MENINO JESUS;1970-04-14;não;;;RUA DR CESARIO BASTOS595, VL BASTOS, Santo André, SP, 09040330;Santo Andr�;SP;-46,5357127889996;-23,6603743459996;94308.0;1.0;782.048
2982088000110;ASSOCIACAO BENEFICENTE CRIANCA CIDADA DE SANTO ANDRE;;1998-10-01;não;;;RUA SILVEIRAS508, CAMPESTRE, Santo André, SP, 09071100;Santo Andr�;SP;-46,5464568679996;-23,6508090519996;94308.0;1.0;782.048
15542175000106;INSTITUICAO CIDADE DOS MENINOS MARIA IMACULADA;CIDADE DOS MENINOS;2012-03-30;não;;;RUA BATAVIA280, PARQUE NOVO ORATORIO, Santo André, SP, 09260020;Santo Andr�;SP;-46,4966590299996;-23,6324374089996;85112.0;1.0;782.048
491223000107;ASSOC.PROJETO CRE'R-CARINHO RESP. AO EXCEPCIONAL-RENOV.;;1995-03-17;não;;;RUA IRANI20, JARDIM STELLA, Santo André, SP, 09185730;Santo Andr�;SP;-46,5388122579996;-23,6833776999996;94308.0;1.0;782.048
44189173000175;INSTITUICAO ASSISTENCIAL E EDUCACIONAL PADRE RUBENS CHASSERAUX;INSTITUICAO PADRE RUBENS;1972-04-25;não;;;RUA CARLOS GOMES185, VL PALMARES, Santo André, SP, 09061510;Santo Andr�;SP;-46,5563280709996;-23,6484958889996;85112.0;1.0;782.048
44348456000112;LAR BENVINDO;;1972-10-18;não;;;RUA ADAMANTINA346, JD PROGRESSO, Santo André, SP, 09181000;Santo Andr�;SP;-46,5252176549996;-23,6906998029996;85112.0;1.0;782.048
48140768000197;CAMP PIERO POLLONE - CENTRO DE ASSISTENCIA SOCIAL E MOTIVACAO PROFISSIONAL;CAMP SANTO ANDRE;1976-11-09;não;;;RUA PAULINO DE LIMA245, JARDIM ANA MARIA, Santo André, SP, 09260610;Santo Andr�;SP;-46,4895217289996;-23,6303368569996;88006.0;1.0;782.048
8046525000170;INSTITUTO AMIGOS DA BEATA CATARINA E JUDITE CITTADINI;INSTITUTO AMIGOS DA BEATA CATARINA E JUDITE CITTADINI;2006-04-07;não;;;RUA CAMINHO DOS VIANAS1790B, VILA JOAO RAMALHO, Santo André, SP, 09171670;Santo Andr�;SP;-46,5144659509996;-23,7103466689996;88006.0;1.0;782.048
8052116000186;INSTITUTO LIVRES;INSTITUTO LIVRES;2006-05-02;não;;;AVENIDA INDUSTRIAL, 780, SALA  806, CAMPESTRE, Santo André, SP, 09080500;Santo Andr�;SP;-46,542128;-23,634358;88006.0;1.0;782.048
13086758000136;ASSOCIACAO INTERACAO PARA A PROMOCAO DA SAUDE E DESENVOLVIMENTO SOCIAL;INTERACAO;2010-12-13;não;;;AVENIDA SAO PAULO433, SALA  03, CIDADE SAO JORGE, Santo André, SP, 09111410;Santo Andr�;SP;-46,4867043959996;-23,6692484269996;94308.0;1.0;782.048
57547374000220;ASSOCIACAO MISSIONARIA DOS FRANCISCANOS MENORES CONVENTUAIS;CIDADE DOS MENINOS MARIA IMACULADA;1967-01-20;não;;;RUA BATAVIA280, PARQUE NOVO ORATORIO, Santo André, SP, 09260020;Santo Andr�;SP;-46,4966590299996;-23,6324374089996;94910.0;1.0;782.048
57570749000191;INSTITUICAO ASSISTENCIAL NOSSO LAR;INSTITUICAO ASSISTENCIAL NOSSO LAR;1968-03-08;não;;;RUA FRANCISCO FERREIRA49, JARDIM GUILHERMINA, Santo André, SP, 09175640;Santo Andr�;SP;-46,5197377399996;-23,6839415249996;87115.0;1.0;782.048
57599847000151;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS STO ANDRE;APAE;1969-11-17;não;;;RUA JOANA ANES, 155, , VILA ALPINA, Santo André, SP, 09090190;Santo Andr�;SP;-46,544832;-23,652015;94308.0;1.0;782.048
57513582000127;INSTITUICAO ASSISTENCIAL L POLLONE;;1966-09-06;não;;;AVENIDA D PEDRO I3643, VL LUZITA, Santo André, SP, 09130410;Santo Andr�;SP;-46,4869781849996;-23,6299469959996;85112.0;1.0;782.048
57513590000173;INSTITUICAO BENEFICENTE LAR DE MARIA;;1966-09-06;não;;;RUA CARNEIRO LEAO345, VILA SCARPELLI, Santo André, SP, 09050430;Santo Andr�;SP;-46,5447748119996;-23,6753491329996;85112.0;1.0;782.048
57513590000416;INSTITUICAO BENEFICENTE LAR DE MARIA;CASA II;1999-03-03;não;;;AVENIDA SAO BERNARDO DO CAMPO117, VL. LUZITA, Santo André, SP, 09171100;Santo Andr�;SP;-46,5147866629996;-23,7027949089996;88006.0;1.0;782.048
58176132000159;AECEASA ASSOCIACAO DAS EMPRESAS DA CEASA DO GRANDE ABC;;1988-06-14;não;;;AVENIDA DOS ESTADOS2195, NUCLEO A, UTINGA, Santo André, SP, 09220570;Santo Andr�;SP;-46,5412765829996;-23,6225962579996;88006.0;1.0;782.048
60833803003336;ASSOCIACAO BENEDITINA DE EDUCACAO E ASSISTENCIA SOCIAL;CENTRO DE EDUCACAO INFANTIL CIRANDA;2006-06-20;não;;;ESTRADA DA CATA PRETA850, VILA JOAO RAMALHO, Santo André, SP, 09170000;Santo Andr�;SP;-46,5088097559996;-23,7135475099996;85121.0;1.0;782.048
62013552000191;INSTITUTO DAS FILHAS DE SAO JOSE;;1968-03-29;não;;;RUA ESTER464, VL ALPINA, Santo André, SP, 09090290;Santo Andr�;SP;-46,5416143399996;-23,6530221899996;85139.0;1.0;782.048
67178178000106;INSTITUICAO ASSISTENCIAL E EDUCACIONAL AMELIA RODRIGUES;;1992-06-02;não;;;RUA TAMARUTACA190, VILA GUIOMAR, Santo André, SP, 09071130;Santo Andr�;SP;-46,5472211939996;-23,6556008949996;85112.0;1.0;782.048
69116176000100;INSTITUICAO ASSISTENCIAL E EDUCACIONAL 'DR KLAIDE';;1993-03-10;não;;;RUA APIAI791, VILA CURUCA, Santo André, SP, 09291090;Santo Andr�;SP;-46,5161865819996;-23,6448038869996;88006.0;1.0;782.048
74341124000177;CASA DE APOIO A CRIANCAS COM CANCER DO ABC;;1994-12-08;não;;;AVENIDA PRINCIPE DE GALES821, VILA PRINCIPE DE GALES, Santo André, SP, 09060650;Santo Andr�;SP;-46,5505283409996;-23,6604008099996;87115.0;1.0;782.048
5614358000128;INSTITUTO MONSENHOR JOSE BENEDITO ANTUNES;INSTITUTO MONSENHOR ANTUNES;2003-03-27;não;;;AVENIDA DOUTOR ERASMO586, VILA ASSUNCAO, Santo André, SP, 09030010;Santo Andr�;SP;-46,5256774169996;-23,6715073159996;87301.0;1.0;782.048
69116176000371;INSTITUICAO ASSISTENCIAL E EDUCACIONAL 'DR KLAIDE';NUCLEO DE CONV INICIACAO PROFISSIONAL ANTONIO DE PAULA;2005-10-18;não;;;RUA APIAI840, VILA CURUCA, Santo André, SP, 09291090;Santo Andr�;SP;-46,5161865819996;-23,6448038869996;88006.0;1.0;782.048
2273306000147;ASSOC.DOS DEFIC. AUDIT. VISUAIS E DEFIC. AUDITIVOS ADAVIDA;;1997-10-16;não;;;AVENIDA ANDRADE NEVES299, VILA HELENA, Santo André, SP, 09175360;Santo Andr�;SP;-46,5154464779996;-23,6783167289996;94995.0;1.0;782.048
3244695000145;ASSOCIACAO DOS VOLUNTARIOS DA SAUDE DE SANTO ANDRE - AVSSA;;1999-06-16;não;;;AVENIDA JOAO RAMALHO305, VILA ASSUNCAO, Santo André, SP, 09030320;Santo Andr�;SP;-46,5272536159996;-23,6652231539996;88006.0;1.0;782.048
649159000131;ACAO CRISTA COMUNITARIA DO BRASIL;PROJETO SHALOM;1995-06-12;não;;;RUA SAO JUDAS TADEU195, VL VITORIA, Santo André, SP, 09130040;Santo Andr�;SP;-46,5065875669996;-23,6867807209996;94308.0;1.0;782.048
12740555000159;CASA FRATERNA EMILIO LUZ;CASA FRATERNA EMILIO LUZ;2010-09-13;não;;;TRAVESSA TRINTA E UM DE MARCO35, CAMPESTRE, Santo André, SP, 09080355;Santo Andr�;SP;-46,5456454439996;-23,6382097779996;88006.0;1.0;782.048
53711495000123;ASSOCIACAO AMIGOS DE VILA SA;;1985-04-15;não;;;RUA TAUBATE891, VILA SA, Santo André, SP, 09230310;Santo Andr�;SP;-46,5286369389996;-23,6171890079996;94308.0;1.0;782.048
11234190000128;AME - ASSOCIACAO METHODO ESPECIAIS;;2009-09-23;não;;;RUA MARTIN AFONSO DE SOUZA365, VILA PIRES, Santo André, SP, 09195230;Santo Andr�;SP;-46,5153442089996;-23,6737702429996;94995.0;1.0;782.048
11373924000150;CENTRO SOCIAL PEDRA VIVA - CESOPEVI;CESOPEVI;2009-11-17;não;;;RUA QUIXADA51, PARQUE JOAO RAMALHO, Santo André, SP, 09290180;Santo Andr�;SP;-46,5052038759996;-23,6440175819996;88006.0;1.0;782.048
14601047000115;AFIC - ASSOCIACAO FAMILIAR DE INTEGRACAO E CIDADANIA;AFIC - ASSOCIACAO FAMILIAR DE INTEGRACAO E CIDADANIA;2011-10-26;não;;;RUA GERTRUDES DE LIMA53, SALA  101, CENTRO, Santo André, SP, 09020000;Santo Andr�;SP;-46,5244820359996;-23,6631409919996;88006.0;1.0;782.048
58175613000140;ASSOCIACAO FILHOS DA CARIDADE;ASSOCIACAO FILHOS DA CARIDADE;1988-07-06;não;;;AVENIDA QUEIROS FILHO3770, CASA, VILA GUARACIABA, Santo André, SP, 09121587;Santo Andr�;SP;-46,4982581049996;-23,6907110169996;87301.0;1.0;782.048
58153578000168;ASSOCIACAO BENEFICENTE EDUCACIONAL SHALOM;;1991-04-17;não;;;RUA GROELANDIA4, PARQUE DAS NACOES, Santo André, SP, 09280320;Santo Andr�;SP;-46,5157878229996;-23,6400030739996;87301.0;1.0;782.048
9510854000192;INSTITUTO A CASA DO JARDIM;CASA DO JARDIM;2008-02-15;não;;;RUA JAGUARI571, CAMPESTRE, Santo André, SP, 09090080;Santo Andr�;SP;-46,5434874779996;-23,6493665209996;88006.0;1.0;782.048
16756372000182;ASSOCIACAO BENEFICIENTE RESGATANDO VIDAS;;2012-07-30;não;;;RUA PARADISO29, JD. SANTO ANDRE, Santo André, SP, 09132590;Santo Andr�;SP;-46,4978131449996;-23,7127652419996;87301.0;1.0;782.048
4126828000141;HUMANITAS GERMINARE DE VALORIZACAO A VIDA E DESENVOLVIMENTO DO SER HUMANO;HUMANITAS GERMINARE;2000-03-17;não;;;RUA GAVEA82, JARDIM DO ESTADIO, Santo André, SP, 09175680;Santo Andr�;SP;-46,5159322549996;-23,6869696749996;88006.0;1.0;782.048
6879414000119;INSTITUTO DE GESTAO ADMINISTRACAO E PESQUISA EM SAUDE - IGAPS;;2003-11-06;não;;;AVENIDA DOM PEDRO II288, CONJ  72                  SALA  01, JARDIM, Santo André, SP, 09080000;Santo Andr�;SP;-46,5365941869996;-23,6477683429996;86607.0;1.0;782.048
15488353000150;INSTITUTO GRILLO SOCIAL DE SANTO ANDRE;GRILLO SOCIAL;2012-04-13;não;;;RUA ORIXA, 74, , JARDIM ALZIRA FRANCO, Santo André, SP, 09290280;Santo Andr�;SP;-46,499029;-23,650167;88006.0;1.0;782.048
71542922000179;C A V CENTRO DE AUXILIO A VIDA;C A V;1994-06-15;não;;;RUA TIMOR503, PARQUE ORATORIO, Santo André, SP, 09250410;Santo Andr�;SP;-46,5113292519996;-23,6283735609996;87301.0;1.0;782.048
48137129000172;CASA DE CARIDADE NOSSA SENHORA APARECIDA;;1976-08-31;não;;;RUA ANTONIO CAPP,77, VILA PIRES, Santo André, SP, 09110020;Santo Andr�;SP;-46,5152522559996;-23,6687393239996;87115.0;1.0;782.048
58166315000193;AMA ABC ASSOCIACAO DE AMIGOS DO AUTISTA DO ABC;;1989-08-04;não;;;RUA ORATORIO299, BANGU, Santo André, SP, 09280550;Santo Andr�;SP;-46,5238903999996;-23,6436026749996;94308.0;1.0;782.048
59958934000264;SOCIEDADE EVANGELICA DE ASSISTENCIA E PROMOCAO SOCIAL;SEAPS;1993-07-27;não;;;RUA 4956, CLUBE DE CAMPOS, Santo André, SP, 09130050;Santo Andr�;SP;-46,4641847249996;-23,7609879579996;87115.0;1.0;782.048
8701271000186;CASA DE RECUPERACAO OREBE;;2006-11-28;não;;;RUA OTELO ZELONI5, VILA RIO GRANDE, Santo André, SP, 09060000;Santo Andr�;SP;-46,5448568959996;-23,6664028359996;87301.0;1.0;782.048
16561614000182;COMUNIDADE PLENO VIVER;;2012-06-04;não;;;RUA ARARA AZUL1047, CIDADE RECREIO DA BORDA DO CAMPO, Santo André, SP, 09134230;Santo Andr�;SP;-46,4825185429996;-23,7258359409996;87204.0;1.0;782.048
21026966000178;ASSOCIACAO TREM DA ALEGRIA;;2014-08-29;não;;;RUA EVANGELISTA DE SOUZA788, JARDIM SANTO ALBERTO, Santo André, SP, 09260410;Santo Andr�;SP;-46,4914276099996;-23,6399600129996;88006.0;1.0;782.048
21911815000100;ASSOCIACAO BENEFICIENTE DESPERTAI;ASSOCIACAO DESPERTAI;2014-12-19;não;;;ESTRADA CATA PRETA585, VILA JOAO RAMALHO, Santo André, SP, 09170000;Santo Andr�;SP;-46,5088097559996;-23,7135475099996;87204.0;1.0;782.048
66847062000141;AGAPE NUCLEO DE APOIO A REINTEGRACAO SOCIAL;;1992-05-21;não;;;AVENIDA INDUSTRIAL139, 2 ANDAR, CENTRO, Santo André, SP, 09015010;Santo Andr�;SP;-46,5286248279996;-23,6549025049996;88006.0;1.0;782.048
8997532000157;AVIDA - ASSOCIACAO AMIGOS VOLUNTARIOS INCENTIVANDO DOACOES E AMOR;;2006-12-22;não;;;AVENIDA DOS ESTADOS6144, PARQUE JACATUBA, Santo André, SP, 09290520;Santo Andr�;SP;-46,5163041019996;-23,6519914259996;88006.0;1.0;782.048
5560251000144;ASSOCIACAO BRASILEIRA DE ASSISTENCIA SOCIAL, EDUCACAO E SAUDE PUBLICA -  ABASESP;;2003-01-29;não;;;AVENIDA PEREIRA BARRETO1395, SALA  15                  SETOR TORRE NORTE, PARAISO, Santo André, SP, 09190610;Santo Andr�;SP;-46,5394765579996;-23,6775752779996;86607.0;1.0;782.048
28345558000128;ASSOCIACAO BENEFICENTE INSTITUTO FRANCIS;INSTITUTO FRANCIS;2017-06-08;não;;;RUA ITAPIRANGA312, VILA FLORESTA, Santo André, SP, 09050240;Santo Andr�;SP;-46,5350980169996;-23,6737507009996;88006.0;1.0;782.048
28376675000159;ASSOCIACAO UNIDOS PELA VIDA SANTO ANDRE - SP;ASSOCIACAO UNIDOS PELA VIDA;2017-07-19;não;;;RUA PEDRO GOES173, PARQUE INDUSTRIARIO, Santo André, SP, 09110400;Santo Andr�;SP;-46,5064530829996;-23,6671662649996;88006.0;1.0;782.048
28494374000120;ASSOCIACAO BENEFICENTE E EDUCACIONAL FILADELPHIA;;2017-08-11;não;;;RUA ANHEMBI594, VILA CURUCA, Santo André, SP, 09291130;Santo Andr�;SP;-46,5144856869996;-23,6447639659996;87301.0;1.0;782.048
29058557000165;ASSOCIACAO AMIGAS MAREK;AAMA;2017-07-04;não;;;RUA VICTORIA PENA GIORGI397, PARQUE MARAJOARA, Santo André, SP, 09112170;Santo Andr�;SP;-46,4923892979996;-23,6708618549996;88006.0;1.0;782.048
29294075000104;INSTITUTO DE INCLUSAO SOCIAL E DESENVOLVIMENTO SUSTENTAVEL TRABALHADORES DA ULTIMA HORA;;2017-11-27;não;;;RUA POR-DO-SOL129, CATA PRETA, Santo André, SP, 09139100;Santo Andr�;SP;-46,5436004079996;-23,6742223409996;88006.0;1.0;782.048
31150635000107;MORIAH ABRIGO GERANDO VIDAS;MORIAH;2018-06-29;não;;;RUA INGA247, VILA LINDA, Santo André, SP, 09175020;Santo Andr�;SP;-46,5200306419996;-23,6915152639996;88006.0;1.0;782.048
44814444000136;ASSOCIACAO NOVA PALMARES;;2019-05-14;não;;;AVENIDA PALMARES147, VILA PALMARES, Santo André, SP, 09061410;Santo Andr�;SP;-46,5595002049996;-23,6499738549996;88006.0;1.0;782.048
42287388000101;CASA DE DOACOES  JAMILE;CASA DE DOACOES JAMILE;2019-12-09;não;;;RUA VICTORIA PENA GIORGI815, PARQUE MARAJOARA, Santo André, SP, 09112170;Santo Andr�;SP;-46,4923892979996;-23,6708618549996;88006.0;1.0;782.048
40615886000100;ASSOCIACAO PROJETO B.E.M. (BRASIL ESSENCIA MUSICAL);PROJETO BEM;2020-12-18;não;;;RUA IBIRACABA65, VILA FLORESTA, Santo André, SP, 09051530;Santo Andr�;SP;-46,5490952289996;-23,6743233029996;88006.0;1.0;782.048
19952806000299;ASSOCIACAO BENEFICENTE RENOVAR;ASSOCIACAO BENEFICENTE RENOVAR;2021-02-23;não;;;RUA JACARETINGA4, RECREIO DA BORDA DO CAMPO, Santo André, SP, 09134030;Santo Andr�;SP;-46,4885165319996;-23,7230064979996;87301.0;1.0;782.048
19374252000290;INSTITUTO ENTRE RODAS E BATOM;;2021-04-28;não;;;RUA MARINA280, CAMPESTRE, Santo André, SP, 09070510;Santo Andr�;SP;-46,5491957039996;-23,6412294049996;88006.0;1.0;782.048
43691309000188;MULHERES EM ACAO - VILA PALMARES;;2021-06-25;não;;;RUA ARMANDO ROCHA60, VILA PALMARES, Santo André, SP, 09061530;Santo Andr�;SP;-46,5581922379996;-23,6484178409996;88006.0;1.0;782.048
14601047000468;AFIC - ASSOCIACAO FAMILIAR DE INTEGRACAO E CIDADANIA;;2022-03-15;não;;;RUA SUECIA282, PARQUE DAS NACOES, Santo André, SP, 09280080;Santo Andr�;SP;-46,5165736799996;-23,6366120489996;88006.0;1.0;782.048
47325796000116;GRUPO DE APOIO RESTAURANDO FAMILIAS GARF;GARF;2022-04-07;não;;;RUA BATAVIA1087, CASA  02, PARQUE NOVO ORATORIO, Santo André, SP, 09260020;Santo Andr�;SP;-46,4966590299996;-23,6324374089996;88006.0;1.0;782.048
9114138000439;INSTITUICAO BENEFICENTE IRMA MARLI;SAICA - CASA DOS SONHOS;2022-04-26;não;;;RUA ODETE134, VILA GUARANI, Santo André, SP, 09110650;Santo Andr�;SP;-46,4994189479996;-23,6716477119996;87301.0;1.0;782.048
48930830000144;PROJETO MISSIONARIO AGENTES DA ESPERANCA;PROJETO MISSIONARIO AGENTES DA ESPERANCA;2022-12-01;não;;;RUA CAMPOS SALES230, CENTRO, Santo André, SP, 09015200;Santo Andr�;SP;-46,5261300019996;-23,6567437959996;87301.0;1.0;782.048
5614358001108;INSTITUTO MONSENHOR JOSE BENEDITO ANTUNES;;2023-06-19;não;;;AVENIDA DOUTOR ERASMO433, VILA ASSUNCAO, Santo André, SP, 09030010;Santo Andr�;SP;-46,5256774169996;-23,6715073159996;88006.0;1.0;782.048
50246529000753;CAMP PINHEIROS CENTRO ASSISTENCIAL DE MOTIVACAO PROFISSIONAL;;2023-09-29;não;;;RUA SENADOR FLAQUER, 456, , CENTRO, Santo André, SP, 09010160;Santo Andr�;SP;-46,5239089871;-23,6622707889;88006.0;1.0;782.048
53364137000191;ASSOCIACAO OLIMPIADAS DAS GUARDAS CIVIS MUNICIPAIS DO ESTADO DE SAO PAULO;OLIMPIADAS DAS GUARDAS CIVIS MUNICIPAIS DO EST DE SP;2023-09-11;não;;;RUA HOMEM DE MELO, 40, , VILA HOMERO THON, Santo André, SP, 09111190;Santo Andr�;SP;-46,4995678149;-23,669628321;88006.0;1.0;782.048
58932419000757;ASSOCIACAO CULTURAL PARA DESENVOLVIMENTO EDUCACIONAL UNINDO FORCAS;;2023-11-17;não;;;RUA SALDANHA DA GAMA, 284, , JARDIM MONCOES, Santo André, SP, 09180330;Santo Andr�;SP;-46,5293503651;-23,6917006002;88006.0;1.0;782.048
7679226000533;LAR ASSISTENCIAL MAOS PEQUENAS;;2023-11-30;não;;;RUA DOS JEQUITIBAS, 56, , CAMPESTRE, Santo André, SP, 09070330;Santo Andr�;SP;-46,5470876517;-23,6461608937;87301.0;1.0;782.048
7679226000371;LAR ASSISTENCIAL MAOS PEQUENAS;;2023-11-30;não;;;RUA PIRANHAS, 128, , VILA FLORESTA, Santo André, SP, 09050080;Santo Andr�;SP;-46,541232358;-23,6721361213;87301.0;1.0;782.048
7679226000452;LAR ASSISTENCIAL MAOS PEQUENAS;;2023-11-30;não;;;RUA INDONESIA, 463, , PARQUE NOVO ORATORIO, Santo André, SP, 09270570;Santo Andr�;SP;-46,4952453815;-23,639193775;87301.0;1.0;782.048
5103754000190;SISTEMA DE MONITORACAO E AVALIACAO SOCIAL E AMBIENTAL DO ABC;SIMASA ABC;2002-06-11;não;;;RUA PAQUEQUER, 245, , SANTA  MARIA, Santo André, SP, 09070120;Santo Andr�;SP;-46,549391;-23,647647;88006.0;1.0;782.048
58058065000178;FUNDACAO AMIGOS DO TEMPO;;2024-10-21;não;;;AVENIDA JOSE CABALLERO, 65, SALA  83                  ANDAR 8, VILA BASTOS, Santo André, SP, 09040210;Santo Andr�;SP;-46,533427;-23,658265;88006.0;1.0;782.048
63317541000168;CASA DE ACOLHIMENTO NOVA VIDA;;2025-08-29;não;;;RUA CORONEL ALFREDO FLAQUER, 92, , CENTRO, Santo André, SP, 09020040;Santo Andr�;SP;-46,527787;-23,661254;87204.0;1.0;782.048
61600839030909;CENTRO DE INTEGRACAO EMPRESA ESCOLA CIE E;CIEE;2025-07-08;não;;;RUA SENADOR FLAQUER, 456, , CENTRO, Santo André, SP, 09010160;Santo Andr�;SP;-46,523784;-23,662216;88006.0;1.0;782.048
64027609000137;MEUS PEQUENINOS LUZ;;2025-11-12;não;;;RUA INGA, 247, , VILA LINDA, Santo André, SP, 09175020;Santo Andr�;SP;-46,521252;-23,688977;87301.0;1.0;782.048
57547374000149;ASSOCIACAO MISSIONARIA DOS FRANCISCANOS MENORES CONVENTUAIS;SOMIFRAMECO;1967-01-18;não;;;RUA ORATORIO1458, PRQ DAS NACOES, Santo André, SP, 09280000;Santo Andr�;SP;-46,5187500359996;-23,6385654769996;85112.0;1.0;782.048
55032338000117;ASSOC CIVIL 'PROJETO JUVENTUDE ESPERANCA DO AMANHA';'JEDA';1985-10-22;não;;;RUA DR EDUARDO MONTEIRO946, JARDIM BELA VISTA, Santo André, SP, 09041300;Santo Andr�;SP;-46,5380883009996;-23,6632638949996;94308.0;1.0;782.048
58239863000104;INSTITUTO COMBATE A EXPLORACAO SEXUAL RENATA PELANDA;INSTITUTO CAES RENATA PELANDA;2024-11-26;não;;;RUA SEBASTIAO PEREIRA, 256, , VILA JUNQUEIRA, Santo André, SP, 09172740;Santo Andr�;SP;-46,509299;-23,686325;88006.0;1.0;782.048
74333808000399;INSTITUICAO ASSISTENCIAL CASA DO CAMINHO ANANIAS;UNIDADE III - CENTRO DE ATENCAO A FAMILIA;2003-09-23;não;;;RUA EDEN211, JARDIM SANTO ANDRE, Santo André, SP, 09132530;Santo Andr�;SP;-46,4988389749996;-23,7098353239996;88006.0;1.0;782.048
45231609000100;INSTITUTO CRIAR PARA AMAR;;2022-01-21;não;;;AVENIDA LINO JARDIM643, VILA BASTOS, Santo André, SP, 09041030;Santo Andr�;SP;-46,5380142909996;-23,6613669839996;88006.0;1.0;782.048
3254082000199;INSTITUTO ACQUA - ACAO, CIDADANIA, QUALIDADE URBANA E AMBIENTAL;INSTITUTO ACQUA;1999-06-28;não;;;AVENIDA LINO JARDIM905, VILA BASTOS, Santo André, SP, 09041031;Santo Andr�;SP;-46,5361519179996;-23,6590354289996;94308.0;1.0;782.048
69116176000290;INSTITUICAO ASSISTENCIAL E EDUCACIONAL 'DR KLAIDE';NUCLEO DE APOIO E ASSISTENCIA EDUARDO DOS SANTOS;2005-10-18;não;;;RUA APIAI800, VILA CURUCA, Santo André, SP, 09291090;Santo Andr�;SP;-46,5161865819996;-23,6448038869996;88006.0;1.0;782.048
50940956000141;RECANTO SOMASQUINHO;;1983-09-22;não;;;RUA FRANCISCO MANOEL DA SIL130, VILA RENATA, Santo André, SP, 09171040;Santo Andr�;SP;-46,5082275399996;-23,6976585819996;85112.0;1.0;782.048
44191179000187;ASSOCIACAO ASILO SAGRADO CORACAO DE JESUS DOS VELHOS DESAMPARADOS;;1958-12-18;não;;;RUA SERGIPE90, CID. SAO JORGE, Santo André, SP, 09111430;Santo Andr�;SP;-46,4832532649996;-23,6721720649996;87115.0;1.0;782.048
28868342000147;ASSOCIACAO CLUBE DE MAES CIDADE SAO JORGE;CLUBE DE MAES CIDADE SAO JORGE;2017-08-18;não;;;RUA BOCAINA134, CIDADE SAO JORGE, Santo André, SP, 09111560;Santo Andr�;SP;-46,4873180099996;-23,6712408779996;88006.0;1.0;782.048
51149391000141;MEIMEI EDUCACAO E ASSISTENCIA;;1980-06-28;não;;;RUA RECIFE11, VILA SACADURA CABRAL, Santo André, SP, 09060730;Santo Andr�;SP;-46,5547810279996;-23,6578234519996;85112.0;1.0;782.048
